accessLevel,description,format,frequency,identifier,modified,title,webService,accessURL,created,feed,keyword,releaseDate,theme,distribution/0/accessURL,distribution/0/formats/0/label,distribution/0/formats/0/value,distribution/1/accessURL,distribution/1/formats/0/label,distribution/1/formats/0/value,distribution/2/accessURL,distribution/2/formats/0/label,distribution/2/formats/0/value,distribution/3/accessURL,distribution/3/formats/0/label,distribution/3/formats/0/value,distribution/4/accessURL,distribution/4/formats/0/label,distribution/4/formats/0/value,distribution/5/accessURL,distribution/5/formats/0/label,distribution/5/formats/0/value,keywords/0,keywords/1,keywords/2,keywords/3,keywords/4,keywords/5,keywords/6,keywords/7,keywords/8,keywords/9,keywords/10,keywords/11,keywords/12,keywords/13,keywords/14,keywords/15,keywords/16,keywords/17,keywords/18,keywords/19,keywords/20,keywords/21,keywords/22,keywords/23,keywords/24,keywords/25,keywords/26,keywords/27,keywords/28,keywords/29,keywords/30,keywords/31,keywords/32,keywords/33,keywords/34,keywords/35,keywords/36,keywords/37,keywords/38,keywords/39,keywords/40,keywords/41,keywords/42,keywords/43,keywords/44,keywords/45,keywords/46,keywords/47,keywords/48,keywords/49,keywords/50,keywords/51,keywords/52,keywords/53,keywords/54,keywords/55,keywords/56,keywords/57,keywords/58,keywords/59,keywords/60,keywords/61,keywords/62,keywords/63,keywords/64,keywords/65,keywords/66,keywords/67,keywords/68,keywords/69,keywords/70,keywords/71,keywords/72,keywords/73,keywords/74,keywords/75,keywords/76,keywords/77,keywords/78,keywords/79,keywords/80,keywords/81,keywords/82,keywords/83,keywords/84
Public,"Actions on Applications in 2012 Reducing Assessments or Reclassifying Property. 

Listed here are Tax Commission actions during 2012 reducing assessments or reclassifying property.

KEY:  YR=Assessment year (11=2011/12; 12=2012/13); R=Reduction implemented by remission of taxes; B=Borough (1=Manhattan, 2=Bronx, 3=Brooklyn, 4=Queens, 5=Staten Island); TC=Tax Class or subclass.

KEY:  YR=Assessment year (11=2011/12; 12=2012/13); R=Reduction implemented by remission of taxes; B=Borough (1=Manhattan, 2=Bronx, 3=Brooklyn, 4=Queens, 5=Staten Island); TC=Tax Class or subclass.",text/csv,,4nft-bihw,2013-06-21,Assessment Actions,https://data.cityofnewyork.us/resource/4nft-bihw,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.csv?accessType=DOWNLOAD,2013-03-01,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.rss,"reduction,action",2013-03-01,Housing & Development,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/4nft-bihw/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,reduction,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Details about the NYCHA NORC Program Core Services,text/csv,,39pe-uzy3,2013-06-21,Directory Of NYCHA NORC Program Core Services,https://data.cityofnewyork.us/resource/39pe-uzy3,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.csv?accessType=DOWNLOAD,2013-02-13,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.rss,"dcp,city,planning,senior,norc,nycha,service",2013-02-13,Housing & Development,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/39pe-uzy3/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dcp,city,planning,senior,norc,nycha,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,2011 Disciplinary Actions Registered Individuals,text/csv,,j2ba-mvyy,2013-06-21,2011 Disciplinary Actions Registered Individuals,https://data.cityofnewyork.us/resource/j2ba-mvyy,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.csv?accessType=DOWNLOAD,2011-10-10,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.rss,"dob,department of buildings,buildings,disciplinary actions,electrician,plumber,master plumber,architect,engineer,surrender of privileges,elevator,offender,2010,2011,clean web",2011-10-10,Housing & Development,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/j2ba-mvyy/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dob,department of buildings,buildings,disciplinary actions,electrician,plumber,master plumber,architect,engineer,surrender of privileges,elevator,offender,2010,2011,clean web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Priority codes assigned to applicants by NYCHA,text/csv,,2ei9-vg68,2013-06-21,NYCHA Application Priority Codes,https://data.cityofnewyork.us/resource/2ei9-vg68,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.csv?accessType=DOWNLOAD,2013-03-28,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.rss,"nycha,nyc housing,public housing,application,subsidized housing",2013-03-28,Housing & Development,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/2ei9-vg68/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,nycha,nyc housing,public housing,application,subsidized housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"The SCA’s comprehensive capital planning process includes developing and analyzing quality data, creating and updating the Department of Education’s Five-Year Capital Plans, and monitoring projects through completion. The SCA prioritizes capital projects to best meet the capacity and building improvements needs throughout the City.  Additionally, the SCA assures that the Capital Plan aligns with New York State and City Department of Education mandates, academic initiatives, and budgetary resources.  This is one of the most current published reports.",text/csv,,2n8q-stkt,2013-06-21,Projected Public School Ratio,https://data.cityofnewyork.us/resource/2n8q-stkt,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.rss,"school,construction,authority,sca,public school,ratio,lifelong learning",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/2n8q-stkt/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,school,construction,authority,sca,public school,ratio,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"The SCA’s comprehensive capital planning process includes developing and analyzing quality data, creating and updating the Department of Education’s Five-Year Capital Plans, and monitoring projects through completion. The SCA prioritizes capital projects to best meet the capacity and building improvements needs throughout the City.  Additionally, the SCA assures that the Capital Plan aligns with New York State and City Department of Education mandates, academic initiatives, and budgetary resources.  This is one of the most current published reports.",text/csv,,8kcv-ciza,2013-06-21,Projected New Housing Starts - as Used in Enrollment Projection,https://data.cityofnewyork.us/resource/8kcv-ciza,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.rss,"school,construction,authority,sca,new housing,starts,lifelong learning",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/8kcv-ciza/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,school,construction,authority,sca,new housing,starts,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,2011 Voluntary Surrender of Privileges Architects and Engineers,text/csv,,x35w-68ij,2013-06-21,2011 Voluntary Surrender Of Privileges Architects And Engineers,https://data.cityofnewyork.us/resource/x35w-68ij,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.csv?accessType=DOWNLOAD,2011-10-10,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.rss,"dob,department of buildings,buildings,disciplinary actions,electrician,plumber,master plumber,architect,engineer,surrender of privileges,elevator,offender,2010,2011,clean web",2011-10-10,Housing & Development,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/x35w-68ij/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dob,department of buildings,buildings,disciplinary actions,electrician,plumber,master plumber,architect,engineer,surrender of privileges,elevator,offender,2010,2011,clean web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Details of Occupied Housing Unit numbers by Household size by Borough,text/csv,,fmzx-suji,2013-06-21,Total Occupied Housing Units By Household Size By Borough,https://data.cityofnewyork.us/resource/fmzx-suji,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.csv?accessType=DOWNLOAD,2013-02-21,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.rss,"dcp,city,planning,population,growth,household",2013-02-21,Housing & Development,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/fmzx-suji/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dcp,city,planning,population,growth,household,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,List of screens in the Times Square area with an address and description of their locations,text/csv,,n246-cev5,2013-06-21,Times Square Screens,https://data.cityofnewyork.us/resource/n246-cev5,https://data.cityofnewyork.us/api/views/n246-cev5/rows.csv?accessType=DOWNLOAD,2011-10-08,https://data.cityofnewyork.us/api/views/n246-cev5/rows.rss,"times square alliance,times square,crossroads,crossroads of the world,nyc,new york city,new york,manhattan,theater,food,screens,pedestrian,entertainment,tourism",2011-10-08,Housing & Development,https://data.cityofnewyork.us/api/views/n246-cev5/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/n246-cev5/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/n246-cev5/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/n246-cev5/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/n246-cev5/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/n246-cev5/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,times square alliance,times square,crossroads,crossroads of the world,nyc,new york city,new york,manhattan,theater,food,screens,pedestrian,entertainment,tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Details of Housing Unit numbers by Occupancy Status and Tenure in New York City Boroughs,text/csv,,6qzy-b4x8,2013-06-21,Total Housing Units By Occupancy Status And Tenure By Borough,https://data.cityofnewyork.us/resource/6qzy-b4x8,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.csv?accessType=DOWNLOAD,2013-02-20,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.rss,"dcp,city,planning,population,growth,housing,occupancy,tenure",2013-02-20,Housing & Development,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/6qzy-b4x8/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dcp,city,planning,population,growth,housing,occupancy,tenure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,FAQ about applying for housing at NYCHA,text/csv,,nkn9-ge6x,2013-06-21,NYCHA Application - Frequently Asked Questions,https://data.cityofnewyork.us/resource/nkn9-ge6x,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.csv?accessType=DOWNLOAD,2013-03-28,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.rss,"nycha,nyc housing,public housing,application,subsidized housing",2013-03-28,Housing & Development,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/nkn9-ge6x/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,nycha,nyc housing,public housing,application,subsidized housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"The SCA’s comprehensive capital planning process includes developing and analyzing quality data, creating and updating the Department of Education’s Five-Year Capital Plans, and monitoring projects through completion. The SCA prioritizes capital projects to best meet the capacity and building improvements needs throughout the City.  Additionally, the SCA assures that the Capital Plan aligns with New York State and City Department of Education mandates, academic initiatives, and budgetary resources.  This is one of the most current published reports.",text/csv,,hbup-xy4r,2013-06-21,Enrollment Capacity and Utilization Reports District 75 Special Ed.,https://data.cityofnewyork.us/resource/hbup-xy4r,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.rss,"school,construction,authority,sca,capacity,utilization,lifelong learning",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/hbup-xy4r/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,school,construction,authority,sca,capacity,utilization,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,Details about various fees associated with Land Use,text/csv,,fdx7-6jsr,2013-06-21,Directory Of Land Use Application Fees,https://data.cityofnewyork.us/resource/fdx7-6jsr,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.csv?accessType=DOWNLOAD,2013-02-19,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.rss,"dcp,city,planning,land  use,fees",2013-02-19,Housing & Development,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/fdx7-6jsr/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dcp,city,planning,land  use,fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,This is the list of all the Business Improvement Districts in New York City,text/csv,,wiw9-u42e,2013-06-21,Directory Of Business Improvement Districts,https://data.cityofnewyork.us/resource/wiw9-u42e,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.rss,"department of small business services,sbs,bid,business,district",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/wiw9-u42e/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,department of small business services,sbs,bid,business,district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"an overview of sites across the five boroughs where construction activity has come to an abrupt halt.  Now updated daily on NYC Open Data from April 10, 2013 onward.  Prior weekly reports are archived at DOB and are not available on NYC Open Data.",text/csv,,xe3f-zpmz,2013-07-29,Stalled Construction Sites,https://data.cityofnewyork.us/resource/xe3f-zpmz,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.rss,"dob,stalled construction sites,clean web",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/xe3f-zpmz/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,dob,stalled construction sites,clean web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public,"List of firms that are disqualified to work for the SCA. The file includes the term of the firms' disqualification. If the 'disqualified to date' is empty, the firm is disqualified indefinitely.",text/csv,,impa-gh8c,2013-06-21,Disqualified firms,https://data.cityofnewyork.us/resource/impa-gh8c,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.csv?accessType=DOWNLOAD,2013-03-06,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.rss,"school,construction,authority,sca,firm,company,companies,work,trade,disqualification,disqualify,disqualified,education,lifelong learning",2013-03-06,Housing & Development,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.csv?accessType=DOWNLOAD,csv,text/csv,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.json?accessType=DOWNLOAD,json,application/json,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.xml?accessType=DOWNLOAD,xml,application/xml,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.rdf?accessType=DOWNLOAD,rdf,application/xml+rdf,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.xls?accessType=DOWNLOAD,xls,application/excel,https://data.cityofnewyork.us/api/views/impa-gh8c/rows.xlsx?accessType=DOWNLOAD,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,school,construction,authority,sca,firm,company,companies,work,trade,disqualification,disqualify,disqualified,education,lifelong learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
